id,text,label,sentiment
4827,"i use it for keeping track of tasks after i complete them. i don't want a reminder of a task,i just need to keep track of it. this app allows me to disable reminders. keeping track of them is as easy as checking off the day. it has the days circled based on how you schedule your tasks. the user experience is really easy. you can create multiple tasks or habits to be, schedule them separately and keep track of them on one home page. it shows you stats etc to see your progress. those for whom the reminders cause unnecessary stress i.e. workout reminders, this app is better than calendar scheduling.",2,positive
10614,shit's hitting the fan in iran...craziness indeed,0,negative
8009,i have been using artful agenda on a desktop this year and love all it's features. now the app makes it even more accessible. i love planning meals and mapping out my day!,2,positive
3823,"very good app for focus, has helped me on more than one occasion. i will say though, the audio it plays, if you choose to play it, sometimes glitches out on my galaxy s9. it will sometimes just shut off and refuse to play even when my volume is on and the sound option is on. otherwise though, its a very good focus app, great for people like me who get easily distracted by their phones.",2,positive
1159,"i dislike the new update. now when i have to update the time and date of a task, editing and adding text doesn't work anymore. i need to actually select things from the menu to change those things, or even add a label. the older interface was so much better that let me deal with everything by typing it out.",0,negative
7013,um aplicativo pra quem visual se voc mais chegado a listas no recomendo o uso. mas um aplicativo muito bom para ver seu tempo livre e o tempo que voc gasta com tarefas relacionadas a eventos,2,positive
23107,"jonas is awesome! i just watched groovy movies frankie,, was weird lol",1,neutral
22413,im drawning in emails,1,neutral
5870,"oh wait, i messed up my own messed up lyrics, that should be 'dont concretize it'",0,negative
24113,"there are three broody ones atm, i have a china eggs under them to keep them happy ish",2,positive
6602,not a fan liked the idea of diving into main areas and percentage of your day it occupates but what flipped me up was scheduling a reminder daily. i started getting a morning reminder of the task for the next day schedule for i.e 7pm!!!!! i mean what about task i have for this day ahead!!! i don't need to be notified 27hrs ahead of my daily rutine seriously,0,negative
4655,"really good at what it does, but i've asked for support for what seem to be glitches transferring data between devices twice and gotten nothing back. that's frustrating.",2,positive
5811,i just noticed that notifications for yesterday's reminder disappear. that is really bad. wunderlist didn't have this bug,0,negative
4698,ok so this shower has been calling my name for about an hour i think ill indulge respond now while i allow robin thicke to serenade me,1,neutral
11137,some peoples kids..,1,neutral
858,very good,2,positive
994,i think my niece got me sickee lame.,0,negative
26196,"it really made my night. infact, it made my weekend! well done.",2,positive
4196,"good app, but no updates even after sending few suggestions. what is the point in buying paid version.",0,negative
25844,have to keep bumping the mouse so my computer doesnt go to sleep. no internet access no files to work on. slowest friday eeeeevvveeerrrr,0,negative
18411,thank you!!,2,positive
13309,i want a monte cristo sandwich sooo... bad!!!,2,positive
12698,holy ! its raining in la and i dont have a jacket! oh no.,0,negative
22303,work yay!,2,positive
11599,headache,0,negative
26859,ahh when i was there it was closed,0,negative
26045,i have to go to work with out my and,1,neutral
2748,i was supposed to be coming...life got in the way lol give my friends a wild time!!!,1,neutral
24871,star trek was actually really good,2,positive
7669,feels like im going to cough up a lung,0,negative
3320,sometimes app keeps on crashing.....and i have to reinstall to get it back,0,negative
17390,"first of all i love your picture, picture . the boyfriend??? jackie. fml. why havent you embraced the phone",1,neutral
10232,brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic! be nice whispering lol,1,neutral
27135,wweeeeooo! snl soon,1,neutral
9668,coming back drom camp!!! there was no cell fone reception 0 so im so happy were back in qld and a little bit tired,2,positive
11454,why am i even trying to go to sleep. its 28c in here. i miss the cold winter nights,0,negative
12367,everybody is sick,0,negative
3199,"ive made a game for you, stephen well, actually its for us, not you",1,neutral
5007,it is complicated.,0,negative
16518,what the heck? why?? whats going on?,0,negative
11169,just bought a magazine,1,neutral
3351,going to french. anyone want to pick me up?,1,neutral
435,no waterfront anymore faccia luna and clarendon will have to do,0,negative
9238,"great app, has a few bugs merging calanders and loosing input but otherwise excellent",2,positive
81,very disappointing. complete waste of money! now i add notes to a daily repeating calendar event! free and easy,0,negative
11074,"ready!!!!! ... ive heard bobo probobly 100 times , also bobobyebye!!",1,neutral
2594,huh... pr from 5 to 2..?,1,neutral
3422,"right folks, really must go now have to babysit my nephew in the morning. another early start. no twilight time nare mind. nightall. x",1,neutral
11518,"i have to say, i find it very hard selling on etsy.... sometimes discouraging",0,negative
248,i had installed the trial version but did not use and it was of no use at my end. to my surprise i see today getting an sms from vodafone to be charged rs.1028 for one year subscription. i contacted vodafone and they told me to delete .the app within 48hrs of installation which i did. pl cancel this subscription as its of no use to me so that this charges could be credited back by vodafone to me. developer pl refund back my money as i dont use it.,0,negative
1334,good but not fully free,1,neutral
8797,congrats on the invisalign! i need to get refitted for mine i got lazy and stopped wearing them.,0,negative
2879,the app is what you expect.,1,neutral
16700,lol you saw where i was going with that...both of my last names are to common nothing special on me,1,neutral
7533,it does not remind us so i deleted this app,1,neutral
146,carwarmed sprite tastes like sore throat,0,negative
10495,dinner with the parental unit is always grand,2,positive
11114,"yeah, no. i already called to ask.",1,neutral
3377,"syncing doesn't work. that was the whole point of upgrading to the pro version. i log most of my time in the firefox browser plugin, and it never shows up in the app. i also lost my account. my account wasn't authenticating, so i logged out. when i tried to log back in, it didn't recognize my email even using forgot password. i ended up creating a new account with the same email i know i used before, losing all of my coins. you guys should look into any backend issues with syncing and accounts. thanks.",0,negative
13481,last day im la. i am so so sad,0,negative
5542,great app to track habits. helps to keep me motivated.,2,positive
5277,"i like it . but i want little more in this aap , like with point make hero upgrade, more facility....",2,positive
336,arghhhhhhhhh... i cant keep up with these twitterbones peeps,0,negative
5359,welcomes my nephew to the christian world.,1,neutral
1498,good app!,2,positive
22585,"getting dressed to go to grannys,another day of now twitting",1,neutral
24864,"p9 for danica and your team... not a end of the world, now is just hopes for a great race",2,positive
17386,watching the office......... also comedy gold,1,neutral
8392,would love to have collaborative editing and sharing of list so that i can create list and share it to my sons phone so it will be in his task list.. otherwise great app!,1,neutral
7799,"ive knack my iphone, i got melted chocolate into the speaker, i now cant hear it when it rings",1,neutral
4934,very effective and easy to use habit tracker,2,positive
3868,"yeah, plus its just a little too far to walk to pinocchios for sushi",0,negative
4649,in park slope brooklyn working the bust photoshoot. this is so exciting! no more fever! but my tonsils are the size of golfballs,2,positive
9544,hate be late,0,negative
25056,thank you dearie i just followed dome of them on there too!,2,positive
3111,that and being so careless with her vocals.,0,negative
11862,nope het is lostfound he,0,negative
7952,happy bank holiday,2,positive
5970,ha im so glad it stopped raining. my umbrella broke today,1,neutral
14994,mums day ended up being happy not that its my day or anything....,2,positive
17956,"the internet is just being a big fail for me today not only is twitter its usual semiflaky self, but facebook and vrbo.com, too boo!",0,negative
8339,"just downloaded. seems to be a simple task to do list that i was looking for. question. how do i get the app to be an onscreen widget, which is shown on the screen shots above?? thank you",1,neutral
174,"i can t select weekly days which days i need remainder, and this drawback of app, best to go with other app",0,negative
6628,love it when jonas brothers are in the trending topics. maybe taylors turn next,2,positive
2253,thank you for bringing back the clock time picker! this app is essential for my daily todos.,2,positive
7853,just awesome...every thing you need in a daily routine..good interface but i wish the i had the programmer option in free.bravo the developer team who made this,2,positive
14147,i think ive finally reached the point in my life where i need a nasal hair trimmer,1,neutral
10687,i love my boogah! can anyone contain lebron james? talk about so sick,1,neutral
24591,glad its friday... but bummed that i am officially working saturdays.,1,neutral
21900,16lbs is still a huge achievement though,2,positive
3005,loopjazz yess!!! ez most bejn,1,neutral
10543,want to learn how to make flowers????,1,neutral
9276,wallace and gromit is on bbc1,1,neutral
2345,aww noooo that doesnt sound too great,0,negative
6088,waking up at ungodly hours to go to work is starting to get old. at least the coffee is good,2,positive
10269,umm...why will it not let me change my background?! im twitterchallenged.,0,negative
16271,kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday happy mayday btw,2,positive
15803,"is excited to be visited by her twin and best friend! dinner, star gazing, and a movie! cool",2,positive
22987,"alex slammed her head into the edge of the table about 30 min ago. shes going to have a nice, blue bruise.",0,negative
18592,wow thot wed lost ya lol lol,2,positive
10658,not yet. i save the pages to read for when i travel,1,neutral
988,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kidsmy bron n 1 other gift on d way tyg,2,positive
15179,45 minutes until im off from work. i guess ill go back to work in 15 minutes. its slow today thank god for one of those days,2,positive
24412,thanks for tweeting a very useful set of refs im in the middle of adding them to a chapter im editing,2,positive
2666,"the whole app is pretty broke on the note 9 edit i would love to report the big to help however, the settings menue does not work so i do not have the ability to send a report.",0,negative
18428,that money sign. ugh.,1,neutral
6717,looking for new ideas for my blog,1,neutral
14816,heading to beaumont,1,neutral
15084,"and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them",2,positive
23024,"jus woke up, late runnin to work have students to train!",1,neutral
9727,"omg!!!! i feel bad, .was it good?",0,negative
322,"aww, thats sad. i miss seeing you guys on the big screen.",0,negative
9226,"yaayy, cannot wait for today girls! gotta get dressed this early, because were going early!",2,positive
2270,you always seem to know exactly the right thing to say. thanks.,2,positive
696,invite them to your house instead,1,neutral
11896,hey!! at home about to sleep i cant believe weekend finished so fast! happy mothers day!! good morning and have a great sleep,2,positive
25952,fisher hey!! how are u??did u got my reply??,1,neutral
1942,"hey, sorry i got off last night!",0,negative
321,"i like it, a lot and also not a lot. i like the way it looks once the tasks are created, but i dislike creating the tasks using the current interface. 4 comments. 1. i have the full version with whatsapp linked and it causes duplicate reminders. 2. the widgets are not recognized by my homescreen replacement app go launcher. 3. i would like to be able to resize the fonts and spacing. 4. creating tasks via whatsapp or google assistant is very limited in its possibilities and often erroneous.",1,neutral
21308,listening to demi lovato finished my new song!,1,neutral
5516,it was only announced in the last few days. due to cancer i think,1,neutral
4039,"love it! this app has really helped me stay focused on my school work, and i feel really good that my points are going towards planting a real tree. the rate of reward is low enough to make it a challenge, but high enough to make it satisfying. very cool, especially for a free app.",2,positive
9176,"im goodmaking a list of things to do today.i have a week off in a few days,i dont want to be doing these chores things then!",1,neutral
25973,happy birthday and cheers to pao!!,2,positive
22392,im going to kill the person who should have went down to manchester for me. only kidding dont want the police on my door,0,negative
15208,"any ideas, tempat apa yang paling cocok? jupiter seru juga",1,neutral
5977,"good app but i like wunderlist better. microsoft should have changed the name of wunderlist to microsoft to do, added their integrations, updated the program inline with user requests and it would be great! the my day feature is odd since i plan my day the night before so my day events are gone the day i actually need them. i don' use my day any longer, instead i use important and planner as a replacement for my day and i use task as an inbox.",1,neutral
6173,i wasnt sore yesterday. but im definitely feeling those hills now! my legs hurt all the way up to my booty. its a good hurt,2,positive
16287,"thats it, rub it in that ur seeing morrissey! il just go and cry in the corner x",0,negative
9991,can i get tonights sytycd online anywhere...streamed like hulu or paid like itunes. i missed my favorite judge and now i cant sleep.,0,negative
2667,will maybe have my cell phone soon ! yeah !,2,positive
23502,have you watched persepolis? broken english is also nice for sundays,2,positive
1015,some of my new followers are pretty cool tweeps check em out.,2,positive
5315,top,2,positive
15391,had a awesome day!,2,positive
8672,"great app to organise all your to do tasks, love it",2,positive
2232,i first installed this app on an older tablet where the performance was an issue. since i have installed it on my smartphone it has performed above average.,2,positive
13742,fam lol its coming up too probably mid june early julyish???,1,neutral
8423,i have reminder set for every weekday morning at a certain time. hasn't reminded me at the right time yet. always hours after i get it.,2,positive
4448,this habit tracker is fairly good in its own right but there are ways it can be improved a lot. perhaps it can be more specific. perhaps it can become more addictive with certain rewards for teaching certain goals.,1,neutral
15428,oh dear boyle is staying ...,1,neutral
24333,dump your worries in the stress fire. fun and profoundly freeing,2,positive
1274,"please ad an option to turn off check boxes on the widget. since it was added, i'm constantly checking off items by mistske. once you do this, it is tedious to get the item back.",1,neutral
17797,is watching the jonas brothers special on sky movies,1,neutral
13127,i wasnt near him.,1,neutral
7755,useful. good notifications,2,positive
6417,gmorning twitter world a relaxing family sunday methinks,2,positive
4785,i downloaded a bunch of habittracking apps to test them out before new year's. habitbull seemed the most intuitive and straightforward. i really like the design shows the streak on the calendar and the fact that it nudges you if you don't check in during the day. there's even a community function where you can share the struggle with others doing the same thing. great app.,2,positive
4684,"sorry if im unsociable im loading up stock in the shop, mums making me",1,neutral
25072,sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,0,negative
7429,"i was using journal but can't write much until my hand gets better so i was looking for the app to plan my day preciously by time. thought time line of this app would work, like all the icon and premade taps. but disappointed that i can not use those icons by itself for my event unless you creat another routine if dev's can modify the app that makes all those taps can be added to timeline by itself with my own time not only as events or routine, that would be perfect! thanks",1,neutral
20091,hahaha yeah i see that. but he cant twitter me back,1,neutral
18765,havent tweeted in like a day. so here goes...,1,neutral
16564,time to hit the study notes! prep for fridays exam!,1,neutral
21369,ooo thanks for the danger radio link loves it...how did the test go?,2,positive
5998,nice app. however one important feature missing in app is you can not assign the task to some other person. this feature is there in desktop version and very useful in corporate environment.,1,neutral
19235,u drink mor than all th put togetha!,1,neutral
26281,"just bad day. tt gyah. no car, babyclient is teething and miserable, i forgot to pack a lunch, and i has to get a new car.",0,negative
10140,check this video out president obama at the white house correspondents' dinner,1,neutral
23575,is really sad about her nephew but keeping busy sorting out items for bwm!,0,negative
3858,"i'd assume the preferred behavior is for user to focus for longer periods than shorter periods. but the rewards are exact opposite, i 6 coins for two 10 minute sessions but only 5 for one 20 minute session. your point system must change.",2,positive
13781,"umm. what do we have here? apple pie, check. cupcakes, check. green tea, check. coffee, check. then were ready for tea time",1,neutral
16853,oh i just check my stock port. my marketing was unable to buy me ticon at best price,2,positive
1079,home from chelseas jam sessions 3 chelsea abby i luh you.,2,positive
19358,beach...yummy steak and catching up on lost with my man...lovely day,2,positive
7192,wow its used for my studies great please also set some features like more alarams,2,positive
1027,omg j.o.n.a.s. is my new fave show 3 one guess as to why hahahha,2,positive
23770,what is everyone saying about the supposed pics of matt striker? hope he doesnt get in trouble,2,positive
20832,is feeling sad... for some reason..,0,negative
10574,this is cold.. i was looking at google's chartvisualization api and found this jquery wrapper for the api...,1,neutral
27438,where is my bestie when i need him,0,negative
253,waiting for tish to get off. got to drive my moms crv to pick her up all my myself and duckie. first time,1,neutral
15270,oh goody its doctor who! hooray for iptv,1,neutral
1795,"omds! holly steel, bless her! x",2,positive
844,wow what a storm we just had!!! now no power,2,positive
2629,"the app looks interesting but it didn't work in my device which is a samsung galaxy note9 , i couldn't see the introduction and i couldn't see my character in the character creation window it kept saying path profile.file is needed i don't know how to fix it",0,negative
333,"i want to wake up early, and get a coffee tomorrow today ! its going to be a busyy day! but have to keep writing.. booo whoo!",1,neutral
20398,"nah, they look better but i label the tops with the latin names and only access them that way... no need to turn anything!",1,neutral
21594,not pimms in a can?,1,neutral
465,"you guys are doing a great job. only thing i wish for is that you had a separate morning and night routine section. also, i think the grocery shopping thing should just be another app altogether. i don't use it, as i just use amazon pantry and walmart pickup.",1,neutral
7092,of back off other peoples he can only have one stalker,1,neutral
18860,"michael scofiled noooooo !! i hate the writer, director n production",0,negative
6174,i want you all here with me too! yal shoulve gone with rm!,1,neutral
9049,"i love this app and use it for everything, however, for some reason it is no longer showing any holidays when i clicked on that tab. hopefully this will be fixed in the next update.",1,neutral
12349,"one of my good friends in the states has it covered now, but thank you again!",2,positive
21956,that sounds too.,0,negative
7167,perez thats great! i hope ill study with my bff too and well live together. well..we will see,2,positive
25955,i cant get it to load for me.,0,negative
8965,"awesome until.... i was trying this app out to see if it was possible to finally break ties with my paper calendar. this app had some features that made it better than google calendars. that is, until you had to watch an ad to schedule an appointment. now when i save an appointment have to sit through a full page ad. i didn't get enough time in the app to figure out if it was worth it to pay for the full version but now the mandatory ads are a deal breaker.",1,neutral
25512,tanya is jealous because im mikes new favorite its because he tried to kiss me over the weekend....pictures to follow at 95sx.com,1,neutral
4994,"i try to set tasks for only specific days of the week, but it does not work. after i complete the task that's it. it's done forever, doesn't repeat. since most of my tasks need this feature to work...the app really isn't good for me.",0,negative
4447,nah will didnt tell diego so we at some donminican spot getting up,0,negative
1932,fizz hes really not into new people i dunno em but he said hed try,1,neutral
3860,go get some fresh air to refresh mind,1,neutral
925,i was just at genos 3hrs ago. would have went to pats but the neon lights got me lol. had drinks at south philly bar too,1,neutral
18210,at marlees doc appointment poor babygirl has to get shots,0,negative
26945,has been told shes not allowed in the sun tomorow! either that or wear sun cream!,1,neutral
16624,"am hungry.. going to eat... catch up with you guys later 4 people who are hurt by my sardonic quotes why are you waiting, hit me back",0,negative
14433,as do i leopold says hello.,1,neutral
16300,oh no its storming... gotta get off the computer.,0,negative
357,my boss. shes moving to nyc,1,neutral
10616,twitter stock buzz aapl esf spy spx palm updated 1200 pm,1,neutral
1297,always excited for a new chapter in my life. just didnt expect it to be so emotional.,0,negative
5925,"app did not properly import all data from wunderlist as microsoft claimed it would. all of my 'created dates' for items in my list got wiped amd set to the current month day and year of when i did the import a couple days ago. this would seem to be a simple table record to grab from the wunderlist database, to transfer over to to do. i would expect a cleaner and better qa'd experience from a company like microsoft. this is as of build .",1,neutral
10804,"thanks, the more, the merrier",2,positive
1636,not made it to work couldnt get up feelin blurgh,0,negative
8827,hugs im so sorry.. anything i can do?,2,positive
19863,been there and never at a good time your recourse is small claims or you can get a atty involved. but that is more,0,negative
26157,"nice song, where did it come from ?",2,positive
20784,what are u talking about??? since when dnt u trust me? this hurts... im a good secret keeper,1,neutral
14413,i stung myself with stinging nettles all down my shin,1,neutral
9485,omg i forgot about that! you lucky thing! hope you have fun!! x,1,neutral
14070,it is a drink but they have a trainer brand too.. have a look,1,neutral
1554,"really... im an alumnus, and i dont know myself! and we didnt have macs yet when i was there...",1,neutral
25614,oh kimmy really? i give you one week from when you get home to hangout with me. i better get to see you. 3,2,positive
17626,so... inconclusive. theres still a chance ill need surgery. i see the doctor again in 3 weeks for more xrays.,1,neutral
24195,really? wooooo! i wish i could go to indonesia! lol. hopefully next summer.,2,positive
20198,"looks like a beautiful day...and i am off work til sunday, yay!! no bbq as yet though, gonna have to postpone my invitations",2,positive
6102,not as good as wnderlist sadly.,1,neutral
5965,"whilst most of he functionality is there, i preferred the look and feel of wunderlist much more.",1,neutral
4739,would be perfect if you also have pomodorotimer to do each task,2,positive
7268,bekar app at all !,0,negative
11285,i wish paramore would come to ireland,1,neutral
4059,houdin blind faith. thats a crackup,0,negative
7739,went to get my car inspection sticker got gigantic red r one. just keep piling it on. i can take it. dont worry about me. ill be ok.,2,positive
6839,different colors are not available for different tasks.,1,neutral
21391,loool sheridan ive got swine flu but im still coming into skl tomorrow same way hehe,1,neutral
2736,"have a good day. im checking out hugh today. also, be on lookout for best 'cassoulet' recipe you will have ever tasted!",2,positive
8806,"i tried registering on the website. no go, i get an error with all 4 browsers. firefox, chrome, ie, safari.",0,negative
15502,and now they are one. to become a bigger pain.,0,negative
8958,"oh im sorry hun im fine thanks.....kids are driving me nuts, but hey ho, theyre back to school on monday!!",1,neutral
29,went to sleep and there is a power cut in noida power back up not working too,0,negative
1854,"lied last weekend when she said she wouldnt get upset, just an fyi.",1,neutral
7126,"well design, useful, and easy to use",2,positive
24978,nice glasses. looks good,2,positive
452,leaving the beach .. having a great day with vicente .. we needed this time together,2,positive
25408,honey thank you i have a business exam tomorrow too,2,positive
6032,truong sunbae my bad jst scratch wht i said im talking nonsense here.. lol!!! enjoy the perfs,1,neutral
11860,those houses were a bust. house 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,0,negative
2537,"have a cold one for me, im just off to work now",1,neutral
26047,e3? nice! i wish i could go! make sure to take tons of pictures!!!,2,positive
13550,yay for bank holidays,2,positive
4746,why i unable to sync the apps in my phone?,2,positive
11496,nuthin much just gettin ready 2 head bk 2 wrk n u???,1,neutral
1869,you must watch greys. it was their 100th episode. let me know once you do. i dont want to give out any more details,1,neutral
23372,"graduation tonight im gonna miss my boys...mikey, dustin, miles, charlie, travy, nicky, john, jake, all my boys...i love you guys",2,positive
10533,"gm files bankruptcy, not a good sign...",0,negative
27101,are you daft your now going to recieve a million friend invites on xbox now and one of them shall be me,1,neutral
1782,looking forward to coffee and driving tomorrow. really,2,positive
17344,gogol bordello par. prolly not even in the top 10 of gb shows ive seen. perhaps some old fashioned civilization ii will help?,1,neutral
984,a it does remind me of getting ready for the ball.,1,neutral
945,"alexa shopping list integration is rubbish, items are added correctly but if an item is removed by another user they never leave the list.",0,negative
2025,"i really liked the app, but couldn't find a way to integrate it with my google tasks, which is a most for me. it is a very complete app, i would even consider a premium subscription if it was a one time thing and not a yearlymonthly system. i will check this again in a couple of months to see if it has improved.",1,neutral
17301,"hello, im great! how are you?",2,positive
25497,"haha, sorry, its past my bedtime",0,negative
9892,thanks for trying,2,positive
4122,dont leave us,1,neutral
7585,i sent you an other call me back message x,1,neutral
17876,youre such a sappy little fellow! thanks for all the well wishes. ill need them. after today i have one more exam.,2,positive
3314,don't bother downloading because even whitelisting requires payment and its all separated payment so this app just want to grab money. trash.,0,negative
10218,this may sound stupid... but i just bought a mask,0,negative
8065,why was i charged 1.49 for this app? i was charged 242020.,0,negative
3198,i know exactly where i should be,1,neutral
22674,happy mothers dayyy!,2,positive
1751,downing a glass of ginger ale and then relishing an early evening in bed with 'because i said so' on lifetime.,1,neutral
8158,this was at pitmans down south. it just looks like business is bad all over,0,negative
12579,morning miss sarah cyrus whats up? x,1,neutral
3554,thanks joeman!,2,positive
555,there seems go be a bug and the last task is not visible skmce it is covered by the i want to... bar,1,neutral
2981,ah! i almost missed snl. thanks twitterfriends,1,neutral
21659,missing my mother... t11 days! happy mothers day!!,2,positive
13783,has now found a bug in the rhel5 bnx2 driver cant handle high packets per second 50k,0,negative
15362,looking forward to having dinner with family and friendsss! happy mothers day to all the moms out there!,2,positive
7514,timer not working when screen locked.,1,neutral
26842,oh...ok...didnt know that.,1,neutral
13959,"ill be in heerlen on sunday but you wont be there, right?",1,neutral
17643,help!!,1,neutral
21273,that storm seems to be coming my way,1,neutral
25160,but i keep updating.,1,neutral
7798,i was sleeping soo good but just woke up like 10 mins ago n got sick not feeling so great. i wanna go back to sleep but im wide awake.,0,negative
13910,"sore throat coming,and recording about to start for new citipointe ep album! argghhh!!! prayers needed",0,negative
6609,"it would be a great app if it had an option to use it without syncing it to your calendar like timetune. i don't want all my tasks to show up on my calendar, and their solution wasn't working.",0,negative
7882,im bad with understanding there things! you should know this!,0,negative
15498,hey chick! when are we going to ja to pick up some hot guys and eat jerk pork and festival? well you already have a hot guy,1,neutral
9270,occasional lags are annoying.,2,positive
11622,hanging with bri,1,neutral
24738,they just said she was very elusive should be tricky,0,negative
11117,"ill be right over, save me a slice",1,neutral
23220,"yeah,we say shite alot here. you say it as shiiite,rhyming with light",1,neutral
7936,"i did the free trial. this planner does not have push notifications. you can set up your events and appointments, even make them reoccurring, but artful agenda app will not remind you or notify you. what good is a digital planner if it does not have push notifications. if i am going to pay for an app, it should at least have most of the features a free app has.",0,negative
2976,oh noes i missed you again.,0,negative
23158,"went to galveston, want to go back",2,positive
25341,oh no! i hope you find your kitten,2,positive
2068,my favourite photo that i took from last night cant wait to see s pics,2,positive
7643,"a great app but i miss a overview of week activity's, the app get confusing to use after adding some tasks",2,positive
18786,"bui yeah right. i just accepted my grants, and it covered at least 10,000 of my school fees. tritonlink is down so i cant verify",0,negative
21690,traveling to l.a today to see grandpa in hospital..yet another road block to cross fro my family,0,negative
17813,415 finally home from the city. now time to head to sleep!! goodnight! happy mommys day to all the mothers out there!!,2,positive
22471,im hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so ill go make some myself!,1,neutral
254,should not have waled past the quad! i want to be outside having fun.,2,positive
10924,like the name what kind did you get?,1,neutral
13706,hd full again...,1,neutral
22364,is soo bored its lovley day outside but nuttin to do,1,neutral
9755,weekend looks sloppy looking forward to a great week with great customers!,2,positive
1903,4 hours till mothers day party yeah!,2,positive
12592,oh ok..were supposed to be going to see star trek on sun for daves bday...at least its not shatner,1,neutral
4208,"20181119 it seems useful, but it crashes on my phone 3 15 times a day. 20190413 no update, this app would be great if it didn't crash just about every time i go to my home screen from anywhere. also there have been no update, and no responses to the roughly 75 100 error logs that i have submitted. i paid 5.00 us for a life time subscription to the premium version. do not spend your money !!!!!!",0,negative
64,at starbucks with my love. eff school. i have work later too.,1,neutral
5365,i like this app. it's simple and gets the job done. only downside is you're allowed to track up to only seven habits without the premium version.,1,neutral
8090,"do not have the account sync feature, how we backup data when we change device ?!",0,negative
8073,"when i share a list with someone over messenger or sms, just the name of the list is shared, not the actual list with an ability to collaborate",0,negative
10773,"ok crowdsourcing failed,",0,negative
18462,"thanks for the headsup re tour, just booked 4 tickets for the palace on 20th june",2,positive
1611,today more sore than surgery day. glad i took extra sick day. full recovery expected after 6 weeks. calling lawn service firms today,1,neutral
25756,i am up dont want to be though wish i had slept in more heather woke me up. ive got to work later but first i will read some twilight!,0,negative
1026,"so ill excuse your love for the cavs and the west, even though i dont share it!",1,neutral
15099,"wow,that must be sooo cool",2,positive
30,guess that depends on if you want to be on the jury,1,neutral
18301,fuccin bacc hurts now. just dragged the long blocc on a piece of wood. from the corner to in my garage.,0,negative
1345,"trying to watch your vids, but the audio has been disabled",1,neutral
13627,"im 20 believe me, ive tried! im just too ginger! freckles join up on my face thats it! get it out a bottle cancer ...",0,negative
1405,"i have barely began using this app less than 15 minutes and i am already in love! the terms you have to agree to alone are just so assuring and satisfying. kudos developers, kudos!",2,positive
535,"is this google calendar, tasks and keep? if not, why pay for a duplicate?",1,neutral
4789,nice application you can update everyday... the progress report gives extra motivation which we can see everyday... we can set the goaltarget what we want to achieve. there is forum too where people will help you... if you have any doubt.,2,positive
20997,that drives me nuts.,0,negative
24271,rocks just spurted fanta out of my mouth laughing at that!,1,neutral
4734,love the reminder to log your habits,2,positive
7807,friday has a whole different meaning when you have to work saturday and sunday,1,neutral
5389,dark mode should not be a paid for feature in any app. otherwise this app is ok but feels pretty unintuitive.,1,neutral
16306,"amadeus is the best mozart movie. i got kicked out of high school chorus, missed a trip to hawaii.",1,neutral
22599,going to the movies with clancy,1,neutral
18638,tired with a headache me no like sunshine,0,negative
8993,"it's decent but the google tasks integration is bad. it's set to hourly sync but doesn't actually update tasks unless i manually trigger it. the repeating tasks data is not synced with google if it's due to repeat in bc but i tick it off on a google webpage then it's gone, no repeat. i'm also having a problem with notifications appearing later than they should. all in all, i'm going back to google calendar.",1,neutral
1655,super,2,positive
22492,my momnot aunt haha and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,1,neutral
9574,"something is totally eating up my broc, cab and beans insecticidal soap just isnt getting rid of the pests but i dont want chemicals",0,negative
883,thanks timmy. turns out he has strep and a high fever.,2,positive
21361,"i meditate, i feel i am vast, very vast. do you know it?what do you think about?",1,neutral
6028,app is working great except i cannot see my tasks in my calendar. i'll change it to 5 stars after this synching capability is added,1,neutral
154,i want red cruisers!! i dont like the other ones. lmfao!,0,negative
11610,just got back from six flags wicked fun. even tho i almost died!,0,negative
4533,i like the app. but why a habit is limited to once a day. there's no habit twice a day or more? i can't understand.,1,neutral
12094,morning to all,1,neutral
22970,they just admitted my grandma to the hospital... shes my only last one please pray for her,0,negative
23046,my your rather random.,1,neutral
21530,"oh man, that sux... price u pay for being on the org chart and responsible, and stuff...",0,negative
25723,it feels like its nine and not one. guess what? i love making money,2,positive
8005,you right...we are 'arguing' about nothing...i thought it was healthy conversation,0,negative
20679,im baking cookies. what are you doing?,1,neutral
4510,off to bed!! still exhausted from vegas,0,negative
9418,great for reminders!,2,positive
23748,glad i wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,2,positive
24568,happy mothers day! it will be a good day,2,positive
24907,last full day of vacation,1,neutral
1833,being new to twitter?!?!?,1,neutral
4153,"catching the last bit of later with jools .. last in series .. sob, cry",0,negative
7408,lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!,0,negative
10374,' barack obama shows his funny side gtgt !! great speech..,2,positive
3277,if its any consolation ive had to abandon the back garden thanks to my superreflective laptop screen,2,positive
5301,very motivational.,2,positive
2551,"18 i emailed you the link, pretty sad uh? rip jessie kitty",0,negative
